make,model,year,selling_price,mileage,availability,fuel,transmission,mpg,description
Maruti,Wagon R LXI CNG,2013,250000,44375.0,sold,CNG,Manual,32.5,N/A
Maruti,Swift Dzire VXi,2009,200000,68750.0,sold,Petrol,Manual,21.6,N/A
Maruti,Wagon R LXI CNG,2013,250000,44375.0,in stock,CNG,Manual,24.2,N/A
Volkswagen,Polo Diesel Trendline 1.2L,2010,130000,90000.0,sold,Diesel,Manual,22.9,N/A
Maruti,Eeco 5 Seater AC BSIV,2017,260000,18750.0,in stock,Petrol,Manual,24.9,N/A
Hyundai,Verna SX,2007,155000,40625.0,sold,Petrol,Manual,24.5,N/A
Honda,Jazz 1.5 VX i DTEC,2015,450000,23750.0,sold,Diesel,Manual,27.4,N/A
Maruti,SX4 Celebration Petrol,2012,220000,56250.0,sold,Petrol,Manual,15.0,N/A
Hyundai,i20 Active S Diesel,2018,650000,23125.0,sold,Diesel,Manual,18.7,N/A
Maruti,Alto 800 LXI,2018,285000,18750.0,in stock,Petrol,Manual,27.9,N/A
Honda,Amaze V CVT Petrol BSIV,2018,725000,16250.0,sold,Petrol,Automatic,30.2,N/A
Maruti,Ciaz ZXi,2016,625000,18750.0,sold,Petrol,Manual,29.8,N/A
Hyundai,i20 Active SX Petrol,2016,550000,14375.0,sold,Petrol,Manual,30.9,N/A
Hyundai,i10 Magna,2012,240000,25000.0,in stock,Petrol,Manual,22.8,N/A
Nissan,Terrano XL 85 PS,2014,600000,16875.0,in stock,Diesel,Manual,26.8,N/A
Tata,New Safari DICOR 2.2 EX 4x2,2012,350000,40625.0,sold,Diesel,Manual,24.9,N/A
Hyundai,EON Magna Plus,2015,245000,20000.0,in stock,Petrol,Manual,30.4,N/A
Mahindra,Bolero B6,2016,600000,35000.0,sold,Diesel,Manual,25.6,N/A
BMW,X1 sDrive 20d xLine,2017,2400000,18750.0,in stock,Diesel,Automatic,27.3,N/A
Mahindra,Scorpio SLE BS IV,2014,620000,50000.0,sold,Diesel,Manual,23.6,N/A
Maruti,Swift Dzire 1.2 Vxi BSIV,2014,395000,32500.0,in stock,Petrol,Manual,20.8,N/A
Maruti,Ertiga ZXI,2014,635000,8281.25,sold,Petrol,Manual,18.5,N/A
Maruti,Alto LX,2011,180000,22500.0,sold,Petrol,Manual,28.4,N/A
Maruti,Swift ZDI Plus,2015,484999,45625.0,in stock,Diesel,Manual,31.0,N/A
Maruti,Alto LX,2004,110000,37500.0,in stock,Petrol,Manual,27.7,N/A
Maruti,Wagon R VXI BSIII,2006,150000,37500.0,sold,Petrol,Manual,28.0,N/A
Chevrolet,Tavera Neo 2 LT L 9 Str,2012,400000,68750.0,in stock,Diesel,Manual,21.0,N/A
Tata,Indica Vista Aura Plus 1.3 Quadrajet,2012,200000,43750.0,in stock,Diesel,Manual,30.0,N/A
Renault,Duster 85PS Diesel RxL Plus,2013,302000,37500.0,sold,Diesel,Manual,27.1,N/A
Maruti,Swift Dzire Vdi BSIV,2011,215000,56250.0,sold,Diesel,Manual,18.1,N/A
Maruti,Wagon R VXI BSIII,2004,155000,50000.0,sold,Petrol,Manual,29.5,N/A
Toyota,Innova 2.5 G (Diesel) 8 Seater,2014,1000000,63125.0,sold,Diesel,Manual,30.0,N/A
Mahindra,Bolero Power Plus SLX,2018,550000,27500.0,sold,Diesel,Manual,25.4,N/A
Maruti,Swift 1.3 VXi,2006,200000,28125.0,sold,Petrol,Manual,27.1,N/A
Mahindra,Scorpio S2 7 Seater,2017,750000,75000.0,sold,Diesel,Manual,27.6,N/A
Maruti,Zen LXI,2005,90000,56250.0,sold,Petrol,Manual,28.2,N/A
Maruti,Wagon R LXI Minor,2007,80000,75000.0,in stock,Petrol,Manual,27.0,N/A
Hyundai,EON D Lite Plus,2013,229999,8437.5,sold,Petrol,Manual,28.3,N/A
Renault,KWID 1.0 RXT Optional,2017,350000,6250.0,sold,Petrol,Manual,19.1,N/A
Hyundai,Grand i10 Magna,2015,325000,15625.0,in stock,Petrol,Manual,25.9,N/A
Tata,Tigor 1.2 Revotron XT,2018,450000,5312.5,in stock,Petrol,Manual,17.9,N/A
Maruti,SX4 Celebration Diesel,2012,250000,75000.0,sold,Diesel,Manual,22.5,N/A
Volkswagen,Polo Diesel Comfortline 1.2L,2012,225000,75000.0,sold,Diesel,Manual,31.2,N/A
Maruti,Alto LXi,2009,150000,56403.75,sold,Petrol,Manual,34.3,N/A
Maruti,Alto LX BSIII,2008,110000,56250.0,sold,Petrol,Manual,22.0,N/A
Maruti,Alto LXi BSIII,2010,150000,25000.0,sold,Petrol,Manual,21.0,N/A
Maruti,Gypsy King Hard Top,2000,165000,37500.0,in stock,Petrol,Manual,29.6,N/A
Renault,Duster 85PS Diesel RxL,2017,610000,20000.0,sold,Diesel,Manual,30.4,N/A
Tata,Manza Club Class Quadrajet90 VX,2013,170000,37750.0,in stock,Diesel,Manual,32.1,N/A
Hyundai,Verna CRDi,2008,150000,44343.75,sold,Diesel,Manual,16.5,N/A
Hyundai,i20 Asta 1.4 CRDi,2013,300000,56250.0,in stock,Diesel,Manual,26.9,N/A
Hyundai,Xcent 1.1 CRDi Base,2015,375000,45000.0,in stock,Diesel,Manual,32.6,N/A
Maruti,Swift VDI,2013,390000,56250.0,sold,Diesel,Manual,20.2,N/A
Hyundai,i20 Active 1.2 S,2017,600000,6250.0,sold,Petrol,Manual,26.1,N/A
Maruti,Alto 800 LXI,2014,204999,15625.0,sold,Petrol,Manual,20.7,N/A
Hyundai,Verna CRDi,2009,270000,50000.0,sold,Diesel,Manual,34.6,N/A
Hyundai,Grand i10 Sportz,2017,375000,6250.0,sold,Petrol,Manual,21.2,N/A
Maruti,Baleno Zeta,2020,700000,687.5,sold,Petrol,Manual,25.0,N/A
Maruti,Swift VXI Deca,2017,455000,25000.0,in stock,Petrol,Manual,30.0,N/A
Hyundai,i10 Sportz 1.1L,2017,375000,6250.0,sold,Petrol,Manual,22.2,N/A
Hyundai,Grand i10 Asta,2014,341000,19681.875,in stock,Petrol,Manual,19.5,N/A
Maruti,Swift Dzire VDI,2014,200000,66964.375,in stock,Diesel,Manual,23.7,N/A
Maruti,Ignis 1.2 AMT Delta BSIV,2017,450000,9375.0,sold,Petrol,Automatic,23.2,N/A
Hyundai,Santro Xing GL Plus,2012,170000,31250.0,in stock,Petrol,Manual,31.9,N/A
Toyota,Innova Crysta 2.4 VX MT 8S BSIV,2017,1900000,62500.0,sold,Diesel,Manual,22.0,N/A
Mahindra,Bolero Power Plus LX,2016,500000,37500.0,sold,Diesel,Manual,20.8,N/A
Maruti,Vitara Brezza ZDi Plus,2016,819999,53125.0,sold,Diesel,Manual,15.5,N/A
Maruti,Swift 1.2 DLX,2014,351000,25000.0,in stock,Petrol,Manual,24.7,N/A
Hyundai,i10 Magna 1.2 iTech SE,2011,195000,50000.0,sold,Petrol,Manual,18.9,N/A
Maruti,Swift Dzire VDi,2008,250000,51250.0,in stock,Diesel,Manual,25.2,N/A
Maruti,Zen Estilo 1.1 VXI BSIII,2008,120000,43750.0,in stock,Petrol,Manual,30.9,N/A
Maruti,A-Star Vxi,2009,180000,43750.0,in stock,Petrol,Manual,25.6,N/A
Mahindra,KUV 100 mFALCON D75 K6,2016,430000,12500.0,sold,Diesel,Manual,21.3,N/A
Tata,Nano Cx BSIV,2012,75000,21875.0,sold,Petrol,Manual,22.5,N/A
Mahindra,Xylo D4,2017,750000,50000.0,sold,Diesel,Manual,19.0,N/A
Tata,Nano Lx,2011,60000,25000.0,in stock,Petrol,Manual,26.5,N/A
Toyota,Innova 2.5 VX (Diesel) 8 Seater,2015,1500000,29007.5,in stock,Diesel,Manual,29.4,N/A
Mahindra,Bolero SLX 2WD BSIII,2011,390000,93750.0,sold,Diesel,Manual,22.6,N/A
Mahindra,TUV 300 T4,2016,630000,31250.0,sold,Diesel,Manual,24.8,N/A
Tata,Safari Storme VX Varicor 400,2018,1085000,9375.0,sold,Diesel,Manual,27.2,N/A
Hyundai,i10 Magna 1.2 iTech SE,2012,190000,37500.0,sold,Petrol,Manual,24.8,N/A
Maruti,Baleno Delta Automatic,2018,550000,15625.0,in stock,Petrol,Automatic,27.6,N/A
Maruti,Alto 800 LXI,2012,200000,56250.0,in stock,Petrol,Manual,31.9,N/A
Chevrolet,Spark 1.0 LT,2011,165000,37500.0,sold,Petrol,Manual,29.5,N/A
Ford,Figo Diesel Celebration Edition,2013,260000,40625.0,in stock,Diesel,Manual,25.3,N/A
Maruti,Alto LX,2011,151000,25000.0,in stock,Petrol,Manual,26.5,N/A
Maruti,Vitara Brezza VDi,2018,780000,31250.0,sold,Diesel,Manual,30.1,N/A
Tata,Indica Vista Quadrajet LX,2012,175000,50000.0,sold,Diesel,Manual,21.8,N/A
Tata,Indica Vista TDI LS,2010,170000,67187.5,sold,Diesel,Manual,27.7,N/A
Tata,Indica Vista TDI LS,2013,210000,84375.0,in stock,Diesel,Manual,30.6,N/A
Maruti,Alto LXi,2007,90000,27391.25,sold,Petrol,Manual,23.3,N/A
Hyundai,i20 Active S Petrol,2016,535000,34898.75,sold,Petrol,Manual,30.3,N/A
Maruti,Swift VDI BSIV,2007,195000,70550.0,sold,Diesel,Manual,24.8,N/A
Tata,Indica Vista Terra Quadrajet 1.3L,2011,140000,56250.0,sold,Diesel,Manual,15.4,N/A
Nissan,Sunny XL,2012,350000,25000.0,in stock,Petrol,Manual,31.9,N/A
Hyundai,Verna 1.6 SX VTVT (O),2013,425000,41250.0,sold,Petrol,Manual,33.3,N/A
Renault,KWID 1.0 RXT Optional,2017,300000,18937.5,in stock,Petrol,Manual,34.9,N/A
Volkswagen,Vento Diesel Style Limited Edition,2013,340000,53125.0,sold,Diesel,Manual,24.3,N/A
Maruti,Swift Dzire VXi,2009,250000,50411.875,sold,Petrol,Manual,19.5,N/A
Chevrolet,Aveo 1.4 LS,2008,170000,50827.5,sold,Petrol,Manual,30.8,N/A
Honda,Amaze S i-Dtech,2013,315000,79927.5,sold,Diesel,Manual,14.7,N/A
Chevrolet,Beat PS,2015,200000,31250.0,sold,Petrol,Manual,30.2,N/A
Chevrolet,Beat PS,2016,300000,15625.0,sold,Petrol,Manual,26.0,N/A
Honda,Amaze S i-Dtech,2015,300000,41721.875,sold,Diesel,Manual,30.2,N/A
Honda,City E,2013,380000,76927.5,sold,Petrol,Manual,17.4,N/A
Maruti,Swift VXI BSIII,2009,250000,504124.375,sold,Petrol,Manual,25.6,N/A
Honda,Amaze S i-Dtech,2013,310000,59906.875,sold,Diesel,Manual,28.6,N/A
Maruti,Wagon R VXI Minor ABS,2010,260000,31250.0,sold,Petrol,Manual,34.4,N/A
Maruti,Omni BSIII 8-STR W/ IMMOBILISER,2008,150000,31250.0,sold,Petrol,Manual,18.8,N/A
Maruti,Esteem Vxi - BSIII,2006,85000,37500.0,in stock,Petrol,Manual,21.5,N/A
Maruti,Alto 800 LXI,2015,280000,9375.0,in stock,Petrol,Manual,21.7,N/A
Mahindra,Xylo H4 ABS,2016,850000,25000.0,sold,Diesel,Manual,24.5,N/A
Datsun,GO Plus T Option BSIV,2017,375000,12500.0,sold,Petrol,Manual,19.7,N/A
Hyundai,Elantra CRDi (Leather Option),2006,125000,75000.0,sold,Diesel,Manual,24.2,N/A
Chevrolet,Beat Diesel LT,2012,250000,68750.0,sold,Diesel,Manual,16.9,N/A
Toyota,Corolla Altis D-4D J,2014,715000,146250.0,sold,Diesel,Manual,23.9,N/A
Hyundai,i20 1.4 CRDi Era,2011,220000,43750.0,sold,Diesel,Manual,22.7,N/A
Tata,Indica Vista Aqua 1.3 Quadrajet,2010,110000,68750.0,sold,Diesel,Manual,27.5,N/A
Hyundai,Verna XXi (Petrol),2007,150000,52500.0,sold,Petrol,Manual,32.9,N/A
Nissan,Sunny Diesel XV,2012,300000,106250.0,sold,Diesel,Manual,23.9,N/A
Datsun,RediGO T Option,2017,220000,25000.0,sold,Petrol,Manual,30.5,N/A
Maruti,Wagon R LX,2006,75000,60000.0,in stock,Petrol,Manual,20.8,N/A
Tata,Indigo LS,2009,100000,12500.0,sold,Diesel,Manual,31.0,N/A
Ford,Figo Aspire 1.2 Ti-VCT Trend,2016,380000,9375.0,sold,Petrol,Manual,22.9,N/A
Hyundai,Santro Xing XK (Non-AC),2007,100000,31250.0,sold,Petrol,Manual,18.3,N/A
Volkswagen,Passat 1.8 TSI MT,2010,480000,50000.0,sold,Petrol,Manual,26.2,N/A
Toyota,Etios GD,2012,300000,77500.0,in stock,Diesel,Manual,18.4,N/A
Chevrolet,Beat Diesel LS,2013,190000,43750.0,sold,Diesel,Manual,26.9,N/A
Ford,Figo Diesel LXI,2012,190000,81250.0,sold,Diesel,Manual,26.3,N/A
Ford,EcoSport 1.5 Ti VCT MT Trend BSIV,2017,650000,11883.75,in stock,Petrol,Manual,24.4,N/A
Toyota,Corolla Executive (HE),2009,300000,14538.75,sold,Petrol,Manual,19.7,N/A
Ford,Freestyle Titanium Diesel BSIV,2016,700000,18500.0,sold,Diesel,Manual,35.2,N/A
Hyundai,i10 Sportz 1.1L,2015,310000,22453.125,sold,Petrol,Manual,21.1,N/A
Maruti,Ignis 1.2 Zeta BSIV,2018,500000,7500.0,sold,Petrol,Manual,24.9,N/A
Toyota,Etios V,2013,415000,25481.875,sold,Petrol,Manual,31.6,N/A
Maruti,Celerio VXI AT,2015,395000,19062.5,sold,Petrol,Automatic,25.3,N/A
Toyota,Etios Liva 1.2 G,2014,430000,26250.0,sold,Petrol,Manual,26.3,N/A
Toyota,Corolla H6,2007,215000,34875.0,sold,Petrol,Manual,18.6,N/A
Renault,Duster RXL AWD,2014,550000,41605.625,sold,Diesel,Manual,28.9,N/A
Volkswagen,Polo 1.5 TDI Trendline,2014,415000,50848.75,in stock,Diesel,Manual,25.1,N/A
Volkswagen,Polo 1.5 TDI Comfortline,2015,450000,51684.375,sold,Diesel,Manual,23.6,N/A
Ford,Figo Diesel EXI,2014,285000,42683.125,sold,Diesel,Manual,24.8,N/A
Honda,Jazz VX CVT,2016,580000,20000.0,in stock,Petrol,Automatic,28.3,N/A
Maruti,Swift Dzire Tour LDI,2014,300000,119138.125,sold,Diesel,Manual,23.7,N/A
Hyundai,Verna CRDi 1.6 SX Option,2018,1200000,37500.0,sold,Diesel,Manual,18.5,N/A
Maruti,800 Std MPFi,2006,78000,40437.5,in stock,Petrol,Manual,32.1,N/A
Maruti,800 AC,2002,65000,62500.0,in stock,Petrol,Manual,24.6,N/A
Tata,Zest Quadrajet 1.3 75PS XE,2016,400000,55293.75,sold,Diesel,Manual,27.5,N/A
Hyundai,Verna 1.6 CRDI SX Option,2016,850000,46875.0,sold,Diesel,Manual,21.4,N/A
Volkswagen,Vento Diesel Highline,2013,450000,75000.0,sold,Diesel,Manual,34.8,N/A
Mercedes-Benz,E-Class E250 CDI Blue Efficiency,2012,2500000,21875.0,in stock,Diesel,Automatic,22.3,N/A
Toyota,Etios 1.4 VXD,2017,780000,43750.0,sold,Diesel,Manual,16.6,N/A
Toyota,Fortuner 2.8 2WD AT BSIV,2017,3200000,35625.0,in stock,Diesel,Automatic,22.1,N/A
Maruti,Alto 800 VXI,2020,350000,625.0,sold,Petrol,Manual,34.2,N/A
Mahindra,Quanto C6,2013,285000,75000.0,sold,Diesel,Manual,19.9,N/A
Volkswagen,Vento 1.5 TDI Highline,2015,525000,61250.0,in stock,Diesel,Manual,27.6,N/A
Maruti,Ciaz ZDi,2014,550000,56250.0,sold,Diesel,Manual,16.0,N/A
Volkswagen,Ameo 1.5 TDI Comfortline,2018,580000,43750.0,sold,Diesel,Manual,31.8,N/A
Tata,Nano CX SE,2013,75000,15625.0,sold,Petrol,Manual,23.3,N/A
Tata,Manza Aura Quadrajet,2009,185000,37500.0,sold,Diesel,Manual,23.7,N/A
Maruti,Omni E 8 Str STD,2007,110000,56250.0,sold,Petrol,Manual,18.8,N/A
Honda,City 1.5 EXI,2004,180000,125000.0,sold,Petrol,Manual,27.3,N/A
Volkswagen,Polo Diesel Comfortline 1.2L,2010,350000,68750.0,in stock,Diesel,Manual,26.1,N/A
Chevrolet,Optra 1.6 LS,2005,60000,78750.0,in stock,Petrol,Manual,19.4,N/A
Mahindra,TUV 300 T10,2018,695000,43750.0,in stock,Diesel,Manual,16.1,N/A
Mahindra,Alturas G4 4X2 AT BSIV,2019,2700000,3125.0,in stock,Diesel,Automatic,20.8,N/A
Maruti,Zen Estilo LX BSIII,2007,135000,46364.375,sold,Petrol,Manual,24.9,N/A
Mahindra,Bolero Power Plus Plus AC BSIV PS,2015,640000,43750.0,sold,Diesel,Manual,25.1,N/A
Maruti,Alto 800 VXI,2014,160000,56250.0,sold,Petrol,Manual,24.4,N/A
Tata,Indica LXI,2004,80000,28750.0,sold,Petrol,Manual,24.5,N/A
Maruti,Swift Dzire VDI,2013,340000,68750.0,sold,Diesel,Manual,26.3,N/A
Maruti,Ritz VDi,2012,110000,50000.0,sold,Diesel,Manual,27.3,N/A
Tata,Sumo Gold EX,2013,250000,56250.0,sold,Diesel,Manual,17.3,N/A
Toyota,Innova Crysta 2.4 VX MT BSIV,2017,1300000,43750.0,in stock,Diesel,Manual,16.1,N/A
Mahindra,Quanto C6,2014,250000,0.625,sold,Diesel,Manual,30.5,N/A
Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,2009,450000,120000.0,sold,Diesel,Manual,24.3,N/A
Maruti,Wagon R LX Minor,2013,240000,43750.0,sold,Petrol,Manual,23.1,N/A
Mahindra,Bolero DI DX 7 Seater,2007,225000,75000.0,sold,Diesel,Manual,32.2,N/A
Maruti,Wagon R VXI Optional,2015,275000,37500.0,in stock,Petrol,Manual,28.4,N/A
Tata,Sumo Victa CX 7/9 Str BSII,2012,320000,75000.0,sold,Diesel,Manual,16.2,N/A
Maruti,Alto LX BSIII,2008,75000,75000.0,sold,Petrol,Manual,24.8,N/A
Tata,Indica GLS BS IV,2007,85000,31250.0,in stock,Petrol,Manual,20.0,N/A
Tata,Indica Vista Aqua TDI BSIII,2009,90000,75000.0,sold,Diesel,Manual,22.5,N/A
Maruti,Wagon R LXI Minor,2007,85000,50000.0,in stock,Petrol,Manual,34.7,N/A
Mahindra,Scorpio M2DI,2008,350000,50000.0,sold,Diesel,Manual,33.2,N/A
Skoda,Superb Elegance 2.0 TDI CR AT,2009,355000,62500.0,in stock,Diesel,Automatic,22.5,N/A
Maruti,Swift VXI,2020,619000,937.5,sold,Petrol,Manual,18.4,N/A
Jeep,Compass 2.0 Longitude Option BSIV,2018,1700000,31250.0,sold,Diesel,Manual,28.6,N/A
Tata,Indica DL,2006,55000,62500.0,sold,Diesel,Manual,14.7,N/A
Ford,Fiesta 1.6 ZXi Leather,2006,95000,52131.875,sold,Petrol,Manual,29.4,N/A
Volkswagen,Vento Diesel Highline,2011,300000,75000.0,in stock,Diesel,Manual,31.8,N/A
Ford,Fiesta 1.6 ZXi Leather,2006,81000,52131.875,sold,Petrol,Manual,21.5,N/A
Skoda,Superb Elegance 2.0 TDI CR AT,2015,1000000,50000.0,in stock,Diesel,Automatic,29.4,N/A
Maruti,Ertiga VDI,2019,925000,31250.0,sold,Diesel,Manual,22.9,N/A
Mahindra,Bolero Power Plus Plus AC BSIV PS,2015,450000,25000.0,sold,Diesel,Manual,22.3,N/A
Mahindra,Scorpio EX,2014,600000,8293.75,sold,Diesel,Manual,27.0,N/A
Hyundai,Santro Xing XL AT eRLX Euro III,2006,85000,62500.0,sold,Petrol,Automatic,28.9,N/A
Mahindra,Thar DI 4X4 PS,2016,700000,31250.0,sold,Diesel,Manual,19.7,N/A
Hyundai,Grand i10 1.2 Kappa Magna BSIV,2017,486000,16562.5,sold,Petrol,Manual,18.9,N/A
Maruti,Swift VDI,2013,400000,56250.0,in stock,Diesel,Manual,25.2,N/A
Ford,Fiesta 1.4 Duratec ZXI,2008,120000,62500.0,sold,Petrol,Manual,30.1,N/A
Maruti,Alto 800 LXI,2018,275000,21875.0,in stock,Petrol,Manual,32.6,N/A
Hyundai,i20 Asta Option 1.4 CRDi,2016,580000,35625.0,sold,Diesel,Manual,27.6,N/A
Maruti,Swift Dzire LXI,2015,375000,43750.0,in stock,Petrol,Manual,24.5,N/A
Maruti,Wagon R VXI BS IV with ABS,2015,229999,62500.0,sold,Petrol,Manual,27.1,N/A
Maruti,Alto LX,2010,110000,55000.0,sold,Petrol,Manual,22.1,N/A
Maruti,Swift Dzire VDI,2017,600000,37500.0,sold,Diesel,Manual,17.8,N/A
Maruti,A-Star Vxi,2009,120000,47500.0,sold,Petrol,Manual,27.2,N/A
Ford,Figo Diesel Titanium,2010,200000,62500.0,sold,Diesel,Manual,27.0,N/A
Hyundai,Verna 1.6 SX CRDi (O),2012,450000,68750.0,sold,Diesel,Manual,18.4,N/A
Hyundai,Verna 1.6 SX CRDi (O),2012,550000,50000.0,in stock,Diesel,Manual,20.9,N/A
Maruti,Alto LX,2012,220000,50000.0,sold,Petrol,Manual,22.8,N/A
Maruti,800 EX,2001,40000,18750.0,sold,Petrol,Manual,28.1,N/A
Renault,KWID Climber 1.0 AMT,2017,300000,12500.0,sold,Petrol,Automatic,27.1,N/A
Mahindra,Bolero Power Plus SLE,2018,630000,25000.0,sold,Diesel,Manual,19.4,N/A
Maruti,Swift Dzire VDI,2017,610000,25000.0,sold,Diesel,Manual,21.8,N/A
Hyundai,Xcent 1.2 VTVT S,2019,660000,4375.0,sold,Petrol,Manual,18.7,N/A
Maruti,Wagon R LXI LPG BSIV,2012,220000,50000.0,sold,LPG,Manual,26.1,N/A
Nissan,Micra Diesel XV Premium,2011,138000,56250.0,in stock,Diesel,Manual,23.0,N/A
Nissan,Micra Diesel XV Premium,2013,210000,8606.25,in stock,Diesel,Manual,15.1,N/A
Maruti,Zen LXi - BS III,2005,125000,21250.0,sold,Petrol,Manual,23.8,N/A
Maruti,Alto LXi BSIII,2008,125000,63750.0,sold,Petrol,Manual,31.7,N/A
Honda,City i DTEC SV,2014,725000,68750.0,sold,Diesel,Manual,25.9,N/A
Maruti,Alto K10 2010-2014 VXI,2011,170000,56250.0,sold,Petrol,Manual,21.2,N/A
Toyota,Innova 2.5 VX (Diesel) 7 Seater,2015,1200000,43750.0,sold,Diesel,Manual,23.8,N/A
Maruti,Wagon R VXI BSIII,2003,70000,56250.0,sold,Petrol,Manual,20.3,N/A
Maruti,Alto LXi,2007,100000,43750.0,sold,Petrol,Manual,23.9,N/A
Honda,Civic 1.8 (E) MT,2006,300000,50000.0,sold,Petrol,Manual,21.5,N/A
Maruti,Swift VDI,2013,450000,62500.0,in stock,Diesel,Manual,26.5,N/A
Maruti,Swift Dzire VDI,2015,530000,62500.0,sold,Diesel,Manual,22.5,N/A
Maruti,Zen Estilo 1.1 LXI BSIII,2007,100000,89375.0,sold,Petrol,Manual,30.7,N/A
Honda,City 1.5 V MT,2010,350000,71875.0,sold,Petrol,Manual,35.4,N/A
Tata,Manza ELAN Quadrajet BS IV,2011,165000,62500.0,sold,Diesel,Manual,29.7,N/A
Maruti,Swift Dzire ZDI,2019,475000,75000.0,in stock,Diesel,Manual,31.8,N/A
Mahindra,Xylo E4 ABS BS IV,2013,350000,26250.0,sold,Diesel,Manual,33.3,N/A
Renault,KWID RXL,2016,229999,23750.0,in stock,Petrol,Manual,22.3,N/A
Honda,WR-V i-DTEC VX,2018,800000,21875.0,sold,Diesel,Manual,26.7,N/A
Maruti,Swift Dzire ZDI,2014,475000,75000.0,sold,Diesel,Manual,24.9,N/A
Nissan,Terrano XL 110 PS,2014,425000,85566.25,sold,Diesel,Manual,15.2,N/A
Maruti,Ciaz VDi Plus,2015,660000,60625.0,sold,Diesel,Manual,30.5,N/A
Honda,Amaze S CVT Petrol,2019,610000,6250.0,in stock,Petrol,Automatic,23.7,N/A
Honda,Brio S MT,2013,240000,31250.0,sold,Petrol,Manual,31.0,N/A
Maruti,Esteem Lxi,2005,70000,37500.0,sold,Petrol,Manual,23.3,N/A
Toyota,Corolla Altis Diesel D4DGL,2011,550000,75000.0,sold,Diesel,Manual,35.0,N/A
Tata,Indica Vista Aura 1.2 Safire,2010,100000,75000.0,in stock,Petrol,Manual,32.2,N/A
Mahindra,Bolero SLE,2010,350000,56250.0,sold,Diesel,Manual,24.6,N/A
Hyundai,EON Era Plus,2013,200000,75000.0,in stock,Petrol,Manual,31.2,N/A
Hyundai,Elite i20 Asta Option CVT BSIV,2019,720000,1875.0,sold,Petrol,Automatic,31.0,N/A
Maruti,Ritz VDi,2014,350000,83125.0,sold,Diesel,Manual,30.4,N/A
Maruti,Wagon R VXI BS IV,2016,400000,15625.0,sold,Petrol,Manual,16.9,N/A
Hyundai,i20 Active 1.2 S,2017,570000,21875.0,in stock,Petrol,Manual,23.4,N/A
Maruti,Omni MPI STD BSIV,2015,130000,43750.0,sold,Petrol,Manual,24.7,N/A
Maruti,Alto 800 LXI,2016,210000,32500.0,sold,Petrol,Manual,23.5,N/A
Hyundai,Creta 1.4 E Plus,2018,800000,32500.0,sold,Diesel,Manual,27.2,N/A
Honda,Jazz 1.5 E i DTEC,2017,700000,24375.0,sold,Diesel,Manual,20.7,N/A
Tata,Indica Vista Quadrajet VX,2011,200000,17930.625,sold,Diesel,Manual,16.6,N/A
Tata,Aria Pure LX 4x2,2014,495000,56250.0,sold,Diesel,Manual,29.5,N/A
Ford,Fiesta Classic 1.4 Duratorq CLXI,2014,325000,50201.25,sold,Diesel,Manual,26.2,N/A
Ford,Freestyle Trend Petrol BSIV,2019,650000,5000.0,sold,Petrol,Manual,17.9,N/A
Mahindra,Jeep MM 775 XDB,2000,155000,31250.0,sold,Diesel,Manual,34.7,N/A
Maruti,800 AC BSIII,2007,75000,56250.0,in stock,Petrol,Manual,23.3,N/A
Hyundai,Grand i10 1.2 CRDi Magna,2015,350000,38536.25,in stock,Diesel,Manual,23.3,N/A
Maruti,Zen Estilo LX BSIV,2010,90000,31250.0,sold,Petrol,Manual,26.1,N/A
Maruti,Ertiga SHVS VDI,2016,600000,50000.0,sold,Diesel,Manual,26.5,N/A
Mahindra,Scorpio SLE BSIII,2010,400000,115625.0,sold,Diesel,Manual,28.3,N/A
Maruti,Swift VDI BSIV,2014,370000,35625.0,sold,Diesel,Manual,31.0,N/A
Maruti,800 DX,2000,50000,37500.0,sold,Petrol,Manual,27.2,N/A
Honda,City 1.5 GXI,2004,125000,75000.0,sold,Petrol,Manual,28.3,N/A
Honda,CR-V Diesel 4WD,2018,1800000,16250.0,sold,Diesel,Automatic,31.7,N/A
Hyundai,Grand i10 1.2 Kappa Magna AT,2019,650000,12500.0,sold,Petrol,Automatic,26.4,N/A
Maruti,Ertiga BSIV VXI AT,2017,800000,19125.0,sold,Petrol,Automatic,30.0,N/A
Volkswagen,Polo 1.0 TSI Highline Plus,2020,802000,3125.0,sold,Petrol,Manual,21.4,N/A
Audi,A4 35 TDI Premium,2015,2300000,21875.0,sold,Diesel,Automatic,27.5,N/A
Hyundai,Xcent 1.1 CRDi SX,2016,430000,21875.0,sold,Diesel,Manual,20.9,N/A
Hyundai,Verna 1.6 SX VTVT,2017,650000,14375.0,sold,Petrol,Manual,24.8,N/A
Mahindra,Scorpio 2.6 SLX Turbo 7 Seater,2004,170000,75000.0,sold,Diesel,Manual,29.8,N/A
Skoda,Superb Elegance 2.0 TDI CR AT,2011,450000,146875.0,sold,Diesel,Automatic,25.0,N/A
Maruti,Alto 800 LXI,2013,250000,54375.0,sold,Petrol,Manual,28.7,N/A
Ford,Ecosport 1.0 Ecoboost Titanium,2014,550000,45000.0,sold,Petrol,Manual,27.9,N/A
Jaguar,XF 3.0 Litre S Premium Luxury,2013,2000000,40000.0,in stock,Diesel,Automatic,28.5,N/A
Maruti,Zen Estilo VXI BSIII,2007,140000,62500.0,sold,Petrol,Manual,26.6,N/A
